,tokens,text
48530,i datetime recommend solar universe to all of my friend and fdatetimeily long island east end customer read more hyperlink gosolar,"""I am recommending Solar Universe to all of my friends and family""- Long Island East End customer. Read more http://t.co/W9FNoOWPUY #gosolar"
48540,recent star review from kris b in coto de caza ca overall great company i enjoy work with them hyperlink,"Recent 5-star review from Kris B. in Coto De Caza, CA: ""Overall great company. I Enjoyed working with them."" http://t.co/zjkiGLvF9m"
48555,power your home with solar for % less than what you pay your utility company learn more hyperlink,Power your home with #solar for 20-30% less than what you pay your utility company. Learn more: http://t.co/OpxORZ3cZT
48558,as solar get close to grid parity some draw comparison to shale solarchat hyperlink,"As #solar gets closer to grid parity, some draw comparisons to shale #SolarChat http://t.co/GZrTNqpNix"
48604,have a great time learn about waste diversion amp reuse datetime at the @phxgreen lunch amp learn we love what they 're do for our community,Had a great time learning about waste diversion &amp; reuse today at the @PhxGreen lunch &amp; learn!! We love what they're doing for our community!
48605,rt @solarimpulse landing of @bertrandpiccard in ahmedabad complete flight of rtw hyperlink,"RT @solarimpulse: Landing of @bertrandpiccard in #Ahmedabad, completing #Flight2 of #RTW! https://t.co/MDFvhKLqfG"
48681,rt @cesa news now available a free guide to home solar financing option hyperlink @solarreviewscom,RT @CESA_News: Now Available: A Free Guide to Home Solar Financing Options http://t.co/9XepKU8nOa @SolarReviewsCom
48717,why be some political conservative become vocal advocate for solar energy great story by @reemanasr hyperlink via @cnbc,Why are some political conservatives becoming vocal advocates for #solar energy? Great story by @reemanasr: http://t.co/UnZ9XraBVC via @CNBC
48728,usermention thanks for the warm welcome wendy we be so excited to be in statename,"@Wendy92 Thanks for the warm welcome, Wendy. We are so excited to be in New Mexico!"
48729,thank you @greenlancer and congrats to all of the other company help people go solar,"Thank you, @greenlancer! And congrats to all of the other companies helping people go solar."
48772,our scottsdale sunrunners love contribute to their new community garden plot how ' that for green teamsunrun hyperlink,Our Scottsdale Sunrunners love contributing to their new community garden plot. How's that for green? #teamsunrun http://t.co/fr7zocL2Y3
48862,portland customer vic amp kathy i would highly recommend dan tracy and solar universe read their story hyperlink solar,"Portland customers Vic &amp; Kathy: ""I would HIGHLY recommend Dan Tracy and Solar Universe..."" Read their story http://t.co/OvqyuBzvuI #solar"
48863,usermention hi andy we recommend @outbackpow for off grid storage we 're currently pilot a program with their technology,@andytam_ Hi Andy! We recommend @OutbackPower for off-grid storage. We're currently piloting a program with their technology:... 1/2
48873,the horizon be look rather sunny for solar energy will you gosolar in hyperlink @computerworld,The horizon is looking rather sunny for #solar energy! Will you #gosolar in 2015? http://t.co/FX7bStRuqm @Computerworld
48874,th annual chalk art festival be happen come join in the fun palm rotary club of palm spring sunup miss hyperlink,"5th annual chalk art festival is happening ! Come join in the fun. Palm Rotary Club of Palm Springs Sunup

Miss... http://t.co/3EnY4mGVIm"
48877,we be a proud sponsor of bishop museum 's science alive water of life come down and say hi to the hyperlink,"We are a proud sponsor of Bishop Museum's Science Alive ""Water of Life"" 2015! 

Come down and say hi to the... http://t.co/EcchMMRDVD"
48894,rt @sunsensesolar another day work in paradise sunnyside ranch community array in progress solar statename @cleanenergyco hyperlink,RT @SunsenseSolar: Another day working in Paradise! Sunnyside Ranch Community Array in progress #solar #Colorado @cleanenergyco http://t.co
48899,reader of honolulu magazine have vote revolusun as the best solar company for year in a row see why at hyperlink,Readers of Honolulu Magazine has voted RevoluSun as the Best Solar Company for 3 years in a row! See why at http://t.co/Q1aYzDY3a8
48909,rt @directv what better than the combination of sunshine and save money switch to solar and get $ off now learn how gt hyperlink,RT @DIRECTV: Whats better than the combination of sunshine and saving money? Switch to solar and get $400 off now! Learn how --&gt; http://t.
48911,at sierrapacifichomeandcomfort we offer a home performance evaluation for energyefficiency and comfort hyperlink,"At #SierraPacificHomeandComfort, we offer a home performance evaluation for #energyefficiency and comfort! http://t.co/BuKNzRy2Ab"
48914,usermention power 's commercial solar installation at st patrick catholic parish be feature in @edenkeeper news hyperlink,"@SullivanSolar Power's commercial #solar installation at St. Patrick Catholic Parish is featured in @edenkeepers news
http://t.co/kaNuf0qhuT"
48922,when it come to solar newyork resident just can not get enough solarchat hyperlink hyperlink,When it comes to #solar #NewYork residents just can't get enough #solarchat http://t.co/WWjO1Ok2ia http://t.co/3kTnvCPyro
48934,solar storage cometh % of north american solar pv system will have storage in hyperlink hyperlink,Solar+Storage Cometh: 9% of North American solar PV systems will have storage in 2018. http://t.co/k7XUbcrYwK http://t.co/vCSmJOjxKz
48941,rt @ggreenfield pv the solar industry now have more employee than @facebook @google @twitter and apple combine via hyperlink,"RT @GGreenfield_PV: The #solar industry now has more employees than @Facebook, @Google, @Twitter and #Apple combined! via http://t.co/Wy9Om"
48942,be green join us at the oucan event tonight to help shape the energy future of statenameuniversity @statenameu at nelson common,Be #green! Join us at the #OUCAN event tonight to help shape the #energy future of #OhioUniversity. @ohiou  6:30-8:30 at Nelson Commons
48945,review of solar power installer skytech solar solar company review solar panel review hyperlink @skytech solar,"Review of solar power installer Skytech Solar , solar company reviews, solar panel reviews http://t.co/mSFhWUtPtK @skytech_solar"
48948,even in cold temp you can cut your energy bill w o sacrifice comfort here be way to cut your heating bill hyperlink,"Even in cold temps, you can cut your energy bills w/o sacrificing comfort. Here are 9 ways to cut your heating bills. http://t.co/V5KkJtBnfL"
48959,on measure to combat climatechange what if it ' a big hoax amp we create a better world for nothing nancy manring present at oucan,"On measures to combat #climatechange ""what if it's a big hoax &amp; we create a better world for nothing?""-Nancy Manring presenting at #OUCAN"
48970,the workmanship be superb as be the communication before during and after completion north east pa hyperlink solar,"""The workmanship was superb as was the communication before, during and after completion"" - North East PA http://t.co/WcY4E7K2CQ #solar"
48975,we 're excited to welcome bob komin to our executive leadership team as chief financial officer hyperlink,We're excited to welcome Bob Komin to our executive leadership team as Chief Financial Officer: http://t.co/P9MvWVhTrp
48982,nj go big on a new solar bill that commit to get % renewable over the next yr hyperlink hyperlink,NJ goes big on a new #solar bill that commits to getting 80% renewable over the next 35 yrs! http://t.co/hRTBUOrowb http://t.co/mgCGz2jewV
48986,rt @solarbettah san jose retire couple lovin ' low energy bill nice @sunedison system no upfront cost by @completesolar hyperlink,RT @SolarBettah: San Jose retired couple lovin' lower energy bill...nice @SunEdison system no upfront cost by @CompleteSolar http://t.co/2b
48992,rt @solartribune beth spence @amersolardirect vice president pride herself on help community reduce carbon and create job http,"RT @solartribune: Beth Spence, @AmerSolarDirect Vice President, prides herself on helping communities reduce carbon and creating jobs.
http"
49002,rt @climatereality the solar industry employ more worker than @facebook @google amp @twitter combine via hyperlink,"RT @ClimateReality: The #solar industry employs more workers than @Facebook, @Google, &amp; @Twitter combined! Via http://t.co/TMZoqTphNd"
49003,rt @nv grid north state public radio come out to see our solarspringbreak team install a kw system for a family in chicoca hyperlink,RT @NV_GRID: North State Public Radio came out to see our #SolarSpringBreak team install a 3.5kW system for a family in #ChicoCA!  http://t
49013,@cleanenergyco team up with @morganstanley to boost solar deployment in statename hyperlink communitysolar,.@CleanEnergyCo teams up with @MorganStanley to boost #solar deployment in Massachusetts. http://t.co/RbY8X2GJsk. #CommunitySolar
49035,rt @cleanpwrfinance more support for solar from obama administration white house commit to reduce ghg emission hyperlink,RT @CleanPwrFinance: More support for #solar from Obama Administration: White House commits to reduce GHG emissions: http://t.co/HXUtT5MxBA
49045,do you know a smallbusiness in your community that could benefit from solar now we can help hyperlink,"Do you know a #smallbusiness in your community that could benefit from #solar? Now, we can help. http://t.co/XIg0wFdM77"
49048,our city could become high density solar power plant new stanford study hyperlink hyperlink,"Our Cities Could Become High-Density Solar Power Plants, (new Stanford study.) http://t.co/J8lZICJsJg http://t.co/yQQ6EWuMOi"
49068,when the sun be shin i can do anything no mountain be high no trouble difficult to overcome wilma rudolph hyperlink,"When the #sun is shining I can do anything, no mountain is 2 high, no trouble 2 difficult to overcome-Wilma Rudolph http://t.co/4hZ7ipCqbw"
49074,rt @samatcomplete the martinez family love their new sunpower system @sunpower @completesolar buildtrust hyperlink,RT @SamAtComplete: The Martinez family love their new #sunpower system! @SunPower @CompleteSolar #buildtrust http://t.co/3oWKDvAAn9
49078,not sure if communitysolar be right for you read what customer be say about their experience hyperlink,Not sure if #CommunitySolar is right for you? Read what customers are saying about their experience ... http://t.co/ruiiGwfaq6
49127,fact solar energy be a completely free source of energy and it be find in abundance though the sun be hyperlink,Fact 1: Solar energy is a completely free source of energy and it is found in abundance. Though the sun is 90... http://t.co/h42HkBWnjr
49132,tip to make a home office comfortable get an ergonomic chair let natural light in use a zoning system to create the perfect temperature,Tips to make a home office comfortable: Get an ergonomic chair: let natural light in: use a zoning system to create the perfect temperature.
49135,rt @solarpowerworld in a third of new electric generating capacity in the us come from solar hyperlink poweringamerica,"RT @SolarPowerWorld: In 2014, a THIRD of new electric generating capacity in the US came from #solar http://t.co/VqicAaPrg6 #poweringAmerica"
49136,fear that germany 's grid would be compromise by the solareclipse datetime prove unwarranted @pvmagazine hyperlink gosolar,Fears that Germany's grid would be compromised by the #solareclipse Friday proved unwarranted @pvmagazine http://t.co/LDWVyTJNrE #GoSolar
49157,solar engineer have create clever way to overcome britain unpredictable weather hyperlink hyperlink,#Solar engineers have created clever ways to overcome #Britains unpredictable #weather: http://t.co/tL8Rir3VJs http://t.co/mWfMa8WWfN
49158,hattip to paris for mandate that new commercial rooftop be cover in solar or plant hyperlink runeverythingonthesun,#Hattip to Paris for mandating that new commercial rooftops be covered in #solar or plants: http://t.co/7Fe4xxKWzD #runeverythingonthesun
49159,clean solar win metroactive s the best of silicon valley award for best solar company this be the first hyperlink,Clean Solar won MetroActives The Best of Silicon Valley 2015 award for Best Solar Company! This is the first... http://t.co/dvgZLbL0mG
49167,rt @citizensenviro register for @empowersolar solar student competition by datetime th hyperlink renewables highschoo,RT @citizensenviro: Register for @EmPowerSolar 2015 #Solar #Student Competition by April 8th! http://t.co/Sd7NnFGyXG #renewables #highschoo
49172,solar and wind power be now fully cost competitive w fossil fuel be it time to switch over hyperlink hyperlink,Solar and wind power are now fully cost competitive w/fossil fuels. Is it time to switch over? http://t.co/8NqwwIyLTD http://t.co/UY7TJI8KGu
49184,the most recent solar census conclude that solar company employ more ppl than the state 's large utility hyperlink,The most recent #solar census concluded that solar companies employ more ppl than the state's 5 largest utilities. http://t.co/6m4EY69awE
49187,rt @mac europa interesting reflection for today renewables increase more than coal amp ga combine by via @iea resolution hyperlink,RT @MAC_europa: Interesting reflection for today: #renewables increasing more than coal &amp; gas combined by 2040 via @IEA #RESolution http://
49207,last day for student competition registration be datetime th hyperlink sd highschool scholarship li nyc @hofstrau,Last day for #Student Competition registration is April 8th!: http://t.co/Ls4zQIeYvz #sd2015 #highschool #scholarship #LI #NYC @HofstraU
49210,the future of solar be clear engineer be develop solar panel that be completely transparent @busines hyperlink,The future of #solar is CLEAR! Engineers are developing solar panels that are completely transparent. @business http://t.co/koYilkx8Ak
49236,rt @karlwalkr by % of the world will have competitive solar energy compare with other fuel source such as fossilfuels hyperlink,RT @karlwalkr: By 2020 80% of the world will have competitive #solar #energy compared with other fuel sources such as #Fossilfuels http://t
49241,rt @trivalleysun in a third of new electric generating capacity in the us come from solar hyperlink poweringamerica,"RT @TriValleySun: In 2014, a THIRD of new electric generating capacity in the US came from #solar http://t.co/shgH56ufzb #poweringAmerica"
49242,rt @trivalleysun the solar industry now have more employee than @facebook @google and apple combine via hyperlink,RT @TriValleySun: The #solar industry now has more employees than @Facebook @Google and #Apple combined! via http://t.co/vLlTgnAyX0
49250,statename become first state to generate more than % of electricity from utilty solar pv tech hyperlink,California becomes first state to generate more than 5% of electricity from utilty solar | PV-Tech http://t.co/MfdPzjgLBd
49254,financial analyst mercom forecast almost gw of solar for hyperlink hyperlink,Financial analysts Mercom forecasts almost 55 GW Of solar for 2015. http://t.co/yEuoeAPDx7 http://t.co/QfWWmBIaWz
49267,rt @abrower help the p brown family go solar with @completesolar and gorgeous @canadian solar panel hyperlink,RT @abrower10612: Helping the P. Browning family go solar with @CompleteSolar and gorgeous @Canadian_Solar panels. http://t.co/p7y8EAYYQO
49270,rt @tinamcasey company double team diesel with a killer solar energy storage combo for village @imergy @sunedison hyperlink,"RT @TinaMCasey: 2 companies double-team diesel with a killer #solar/energy storage combo for 1,000 villages @Imergy @SunEdison http://t.co/"
49275,datetime our vice president amanda bybee give new candidate an overview of our company culture hyperlink,"Today our Vice President, Amanda Bybee, gave new candidates an overview of our company culture. http://t.co/n0SR8pRAUL"
49276,do you hear the u s solar energy industry now have more employee than apple google facebook amp twitter combine hyperlink,"Did you hear the U.S. #solar energy industry now has more employees than Apple, Google, Facebook &amp; Twitter combined? http://t.co/2Vuah86okq"
49286,rt @davidjjohnson why company like at amp t and vivint will be tomorrow s connected home innovator hyperlink solarfinance,RT @davidjjohnson: Why Companies Like AT&amp;T and Vivint Will Be Tomorrows Connected-Home Innovators http://t.co/2wOM2oXL74  #solarfinance #s
49291,thanks @incyclecup @comverge @neshanichol @simpleraysolar @nezhadlawfirm @gen talent @staance for follow hyperlink,Thanks @InCycleCup @Comverge @NeshaNichols @SimpleRaySolar @NezhadLawFirm @gen_110Talent @staance for following! http://t.co/cLYiTL5SCl
49293,the ameco solstice be out hyperlink story via @sce community @carterlavin @alissajean,The AMECO Solstice is out! http://t.co/i6HEZdJDkA Stories via @SCE_Communities @CarterLavin @alissajean
49298,rt @ecomagination a bionic leaf that convert solarpower into liquid fuel be in development at @harvardmed hyperlink,RT @ecomagination: A bionic leaf that converts #solarpower into liquid fuel is in development at @harvardmed. http://t.co/L2VQHeX5qP
49301,rt @solarcitytalent solarcity 's hire an online community associate apply here hyperlink socialmediajobs greenjobs ve,RT @SolarCityTalent: SolarCity's hiring an Online Community Associate!  Apply here http://t.co/ifUHV64T22   #socialmediajobs #greenjobs #Ve
49305,top city embrace solarenergy sanantonio come in at with austin at come on atx gosolar hyperlink,"Top 20 Cities Embracing #SolarEnergy. #SanAntonio coming in at #7, with #Austin at #17. Come on #ATX!  #GoSolar http://t.co/NEeyDEzFY1"
49308,thx for the shout out rt @solarkellyp yarotek @recsolar complete kw install for puerto rican food distributor hyperlink,"Thx for the #shout out RT @SolarKellyP: Yarotek, @RECSolar complete 874-kW install for Puerto Rican food distributor http://t.co/QA7ne2qvfe"
49314,rt @hohmilspouse company like @sunrun be hire milspouses amp veteran datetime at our @travisafb hire fair hyperlink,RT @hohmilspouse: Companies like @Sunrun are hiring #milspouses &amp; #veterans today at our @TravisAFB hiring fair! http://t.co/Zh9l2OXki6
49316,usermention great idea we encourage you to get quote from other top company that way you know you have find the best solar system for you,@jcl68nyr Great idea. We encourage you to get quotes from other top companies--that way you know you've found the best solar system for you.
49317,usermention would datetime be a good day for us to call you to go over your sungevity quote so you can compare apple to apple with solarcity,"@jcl68nyr Would Sunday be a good day for us to call you to go over your Sungevity quote, so you can compare apples to apples with SolarCity?"
49318,excited to partner with @gvruralpower to create a solargarden exclusively for low income family hyperlink,Excited to partner with @GVRuralPower to create a #solargarden exclusively for low-income families! http://t.co/UzCTIZ98z7
49338,deadline be datetime to sign up for our manufacturing industry event w @cocstatename come have lunch and learn hyperlink,Deadline is tomorrow to sign up for our Manufacturing Industry event w/@cochawaii. Come have lunch and learn! http://t.co/x7OkONdGbg
49348,we 're in the process of transform from a system seller or solar developer to an energy supply company mark babcock sunedison vp,"We're in the process of transforming from a system seller or #solar developer to an #energy supply company. Mark Babcock, SunEdison VP"
49350,@solaredge be celebrate their ipo with a compilation of their music video hyperlink,.@SolarEdge is celebrating their IPO with a compilation of their music videos! http://t.co/mbs1gv7MnG
49358,spring weather be know to be unpredictable but icomfort wi fi help keep your home comfortable anytime anywhere hyperlink,"Spring weather is known to be unpredictable, but iComfort Wi-Fi® helps keep your home comfortable anytime, anywhere. http://t.co/JaCboSJowj"
49359,statename become first state to generate more than % of electricity from utility solar hyperlink hyperlink,California becomes first state to generate more than 5% of electricity from utility solar! http://t.co/yqWsA3C72K http://t.co/8MR1C0KA3C
49364,rt @localfirstaz when you buylocal you be directly support your community amp neighbor it ' good for everyone,"RT @LocalFirstAZ: When you #BuyLocal, you are directly supporting your community &amp; neighbors. It's good for everyone!"
49376,it ' a grand day in grand junction co break ground on the first solargarden exclusively for low income family hyperlink,"It's a grand day in Grand Junction, CO: breaking ground on the first #solargarden exclusively for low-income families http://t.co/gqfeEsaDAy"
49402,we didn t do this to save the world we do this to get a competitive rate and reduce the risk for our hyperlink,We didnt do this to save the world  we did this to get a competitive rate and reduce the risk for our... http://t.co/0pgkIAvg9S
49415,rt @sdclimateaction love see two san diego solar company partner amp thrive @sullivansolar @kyocerasolarinc,RT @sdclimateaction: Love seeing two San Diego solar companies partnering &amp; thriving @SullivanSolar @kyocerasolarinc !
49430,rt @carlsiegrist fort collins break ground on community solar project @cleanenergyco will run it hyperlink via @copublicr,RT @CarlSiegrist: Fort Collins breaks ground on community solar project; @cleanenergyco will run it. https://t.co/rGvLVTWIHr via @COPublicR
49443,do you know solar and wind power company in statename now employ over people hyperlink hyperlink,"Did you know #solar and #wind power companies in #Illinois now employ over 20,000 people? http://t.co/cdt6g6BLlq http://t.co/tdgzu3pQKu"
49447,set up for the ana inspiration aka dinah hope you can come join us we have the solar and sunscreen,Setting up for the ANA Inspiration aka Dinah. Hope you can come join us!! We have the solar and sunscreen!!
49451,solar energy do not have to be a luxury item company all over be make solar affordable like sunation @slate hyperlink,Solar energy doesn't have to be a luxury item! Companies all over are making #solar affordable like SUNation @Slate http://t.co/IEbKBQM93B
49461,solar impulse land early datetime in china the world 's big carbon emitter as it complete the fifth leg hyperlink,"Solar Impulse 2 landed early Tuesday in China, the world's biggest carbon emitter, as it completed the fifth leg... http://t.co/BsgHwHNuAW"
49466,rt @kerecharge my interview with @sungevity co founder @dannyksfun as company plot broad push into european solar market hyperlink,"RT @KErecharge: My interview with @sungevity co-founder @dannyksfun, as company plots broader push into European #solar market: http://t.co"
49476,usermention can we buy your twitter name we be quantum solar design in camarillo ca usa a solar installation company,"@quantumsolar can we buy your twitter name? We are Quantum Solar Designs in Camarillo, CA, USA a solar installation company."
49494,who ' ready for pau hana come hang out with us amp @cocstatename on hyperlink,Who's ready for pau hana? Come hang out with us &amp; @cochawaii on 4/22! http://t.co/72nGlqReFa
49536,take the earthdaysolarize challenge and save up to % off a solar system while help your community hyperlink earthday,Take the #EarthDaySolarize challenge and save up to 10% off a #solar  system while helping your community http://t.co/k6v6v7kT7d  #EarthDay
49563,happy to announce we ve complete a mw solar energy system in pocomoke city maryland hyperlink hyperlink,"Happy to announce weve completed a 2.1 MW #solar energy system in Pocomoke City, Maryland: http://t.co/FKHroxizB3 http://t.co/IXr1Z0jWG9"
49566,the datetime family know financial saving when they see it thanks to @completesolar and their @sunedison panel hyperlink,The May Family know financial savings when they see it. Thanks to @CompleteSolar  and their @SunEdison panels http://t.co/RKN3bqn89U
49570,rt @bwellcome always good to hear about other happy @solarcity customer here in denver hyperlink solar,RT @BWellcome: Always good to hear about other happy @SolarCity customers here in #Denver. http://t.co/CVITLXYc2e #solar
49608,native be a great company to work with they do high quality work and offer custom solution i have have my hyperlink,"""Native is a great company to work with, they do high quality work and offer custom solutions. I have had my... http://t.co/WFCkJWvEMF"
49609,the goldenstate commercial solar produce a record million mwh in ca in hyperlink hyperlink,The #GoldenState: Commercial #solar produced a record 9.9 million MWh in CA in 2014. http://t.co/2g5DUVC0jo http://t.co/5jXgKkFXcr
49613,we 're at @hisecuritie annual financial literacy fair and learn so much come by tamarind park hyperlink,We're at @hisecurities annual Financial Literacy Fair and learning so much! Come by Tamarind Park https://t.co/O8X8B6RSWW
49627,great article about our recently complete solar installation at redwood credit union hyperlink,Great article about our recently completed solar installation at Redwood Credit Union:... http://t.co/klrcZKJypy
49709,rt @fastcoexist a compact solar and power storage system get off grid community their own mini grid hyperlink by @btschil,RT @FastCoExist: A compact solar and power storage system gets off-grid communities their own mini-grid: http://t.co/luoVIfTIo0 by @btschil
49747,rt @energy we 're committed to train new solar worker by here ' how hyperlink hyperlink,"RT @ENERGY: We're committed to training 75,000 new #solar workers by 2020. Here's how. ? http://t.co/mqTFk2Bhuz http://t.co/En1hVo4DVL"
49748,wish the jewish community a very happy passover datetime your holiday be fill with joy amp peace happypassover hyperlink,Wishing the Jewish community a very happy Passover! May your holiday be filled with joy &amp; peace #happypassover http://t.co/u7GkJORo4j
49763,usermention thanks for the follow rebecca let us know if you have any commercial solar question,"@rebeccamkern Thanks for the follow, Rebecca! Let us know if you have any commercial solar questions."
49767,the customer service we receive be excellent they really care i highly recommend solar universe hyperlink solar,"""The customer service we received was excellent! They really care. I highly recommend Solar Universe!"" http://t.co/ykMDYKJlqf #solar"
49774,excited to welcome julie blunden as our new senior vice president and chief strategy officer hyperlink,Excited to welcome Julie Blunden as our new Senior Vice President and Chief Strategy Officer: http://t.co/IAeIIV0itt
49786,tea party come to la to fight to save solar power tax credit from bobby jindal 's budget ax hyperlink by @theadvocateno,"""Tea party coming to LA to fight to save solar power tax credit from Bobby Jindal's budget ax"" http://t.co/3SafP7NXGQ by @theadvocateno"
49792,thx for share mt @solarcollab deliver saving of over $ k year w no upfront cost solar become a no brainer hyperlink,"Thx for sharing! MT @solarcollab: Deliver savings of over $100K/year w/no upfront costs, solar became a no-brainer.
http://t.co/64Ag2tj6Bv"
49796,rt @utilitysolar sign up now sepa datetime webinar on bring solar power job to low income area w @grid alternative @pge me hyperlink,"RT @UtilitySolar: Sign up now! #SEPA Apr 9 webinar on bringing #solar power, jobs to low-income areas w/ @GRID Alternatives @PGE4Me http://"
49798,rt @yaleclimatecomm climatethanks for your leadership on climatechange @leodicaprio our new climate opinion map can help your work,"RT @YaleClimateComm: #ClimateThanks for your leadership on #ClimateChange, @LeoDiCaprio. Our new #Climate Opinion Maps can help your work: "
49805,rt @carterlavin see you at booth @thesolarco at the green statename summit in sacramento tomorrow let 's chat commercial solar the,RT @CarterLavin: See you at booth 613 (@TheSolarCo) at the Green California Summit in Sacramento tomorrow! Let's chat commercial solar/the 
49807,rt @thefureverhome @trinity solar silly human solar be fur the dog come soon thefureverhome hyperlink,RT @Thefureverhome: @Trinity_Solar  silly humans Solar is fur the dogs... coming soon #thefureverhome http://t.co/WMarfWiggm
49811,more company should take @facebook 's lead and move towards % sustainableenergy @greenbiz hyperlink solar power,More companies should take @facebook's lead and move towards 100% #sustainableenergy! @GreenBiz http://t.co/pINGjf4YkX #Solar #Power
49814,check out this month 's conscious company magazine to see how company such as equal exchange new belgium hyperlink,"Check out this month's Conscious Company Magazine to see how  companies, such as Equal Exchange, New Belgium... http://t.co/IL8gAYABEx"
49826,rt @blackstone bx portfolio company @vivintsolar will be recruit partner in @whitehouse s plan to train k new solar worker hyperlink,RT @blackstone: BX Portfolio Company @VivintSolar Will Be Recruiting Partner in @WhiteHouses Plan to Train 75k New Solar Workers http://t.
49833,our deadline have be extend datetime be the last day to sign up for the solar student competition hyperlink,Our deadline has been extended! April 15 is the last day to sign up for the #Solar #Student #Competition! http://t.co/v24tgmEDOg
49835,power company in state be end pay as you go electricity hyperlink via @dvergano,Power Companies In 19 States Are Ending Pay-As-You-Go Electricity http://t.co/0hkxH0yZwG via @dvergano
49847,new report statename have over million acre of land compatible for pv solar construction hyperlink hyperlink,New report: California has over 6 million acres of land compatible for PV #solar construction: http://t.co/M1RjreaUGf http://t.co/MjocMbb0BV
49859,go solar become more common in residential and commercial building hyperlink gosolar,Going #solar becoming more common in residential and commercial buildings. http://t.co/ifZh1Dr2Ze #GoSolar
49877,rt @energy we 're committed to train new solar worker by here ' how hyperlink hyperlink,"RT @ENERGY: We're committed to training 75,000 new #solar workers by 2020. Here's how. ? http://t.co/mqTFk2Bhuz http://t.co/En1hVo4DVL"
49899,rt @mashbusines the white house ask a statename company for a representative instead of the ceo they send this guy in a polo shirt hyperlink,"RT @mashbusiness: The White House asked a Utah company for a representative. Instead of the CEO, they sent this guy in a polo shirt:

http:"
49903,great story on a @grid alternative project that make solar energy available to low income family in richmond ca hyperlink,"Great story on a @GRID Alternatives project that makes solar energy available to low-income families in Richmond, CA: http://t.co/Il1g1VQSr0"
49919,help us empower our community scv donateabear and besocial for child in need at the hyatt regency this april greenconvergence,Help us #empower our community #SCV! #Donateabear and #Besocial for children in need at the Hyatt Regency this April! #greenconvergence
49924,miscommunication land unprepared statename man at roundtable discussion with @barackobama hyperlink gosolar whosmarvin,Miscommunication lands unprepared #Utah man at roundtable discussion with @BarackObama http://t.co/eGyizd9CtJ #GoSolar #WhosMarvin
49926,travel with us to nicaragua amp install solar in off grid community sign up for a trip in datetime or datetime here hyperlink,Travel with us to Nicaragua &amp; install solar in off-grid communities! Sign up for a trip in June or November here: http://t.co/wAUrmlO0AQ
49930,ny 's governor cuomo announce $ million investment for more commercial solar hyperlink hyperlink,NY's Governor Cuomo Announces $160 Million Investment for more commercial #solar. http://t.co/WyoEndjF04 http://t.co/12zI1mFCbh
49936,construction have begin on our megawatt adam communitysolar array in northwestern statename hyperlink,Construction has begun on our 1.3 megawatt Adams #CommunitySolar array in northwestern #Massachusetts! http://t.co/Gh1SK67oiy
49947,native announce partnership with sun solution employee own professional solar installation company hyperlink,"NATiVE announces partnership with 1Sun Solutions, employee-owned professional #solar installation company http://t.co/y97uZ7g0oL"
49961,check out these free upcoming online seminar from @irecusa about solarjobs register here hyperlink,Check out these free upcoming online seminars from @IRECUSA about #solarjobs! Register here: http://t.co/qjuJsnWQ1l
49962,happy bday @missesgreen @sullivansolar power 's director of community relation amp development cheer a bright yr hyperlink,"Happy bday 2 @missesgreen, @SullivanSolar Power's Director of Community Relations &amp; Development. Cheers 2 a bright yr http://t.co/SqG4ZDUYcg"
50015,have you see this new handbook that show state how to use renewable energy to comply with epa clean power plan hyperlink,Have you seen this new handbook that shows states how to use renewable energy to comply with EPAs Clean Power Plan? http://t.co/6PnA1D6DSf
50021,usermention tomorrow 's the last day to join our student competition hyperlink thanks for support hyperlink,@VisionLI Tomorrow's the last day to join our Student Competition http://t.co/sZjPy5hVUM Thanks for supporting! http://t.co/BaUwe1bctZ
50022,usermention tomorrow 's the last day to join our student competition hyperlink thanks for support hyperlink,@HempsteadTown Tomorrow's the last day to join our Student Competition http://t.co/sZjPy5hVUM Thanks for supporting! http://t.co/jx6MXqrNiD
50023,usermention tomorrow 's the last day to join our student competition hyperlink thanks for support hyperlink,@OpSPLASH Tomorrow's the last day to join our Student Competition http://t.co/sZjPy5hVUM Thanks for supporting! http://t.co/SPnHhYG5eF
50024,usermention tomorrow 's the last day to join our student competition hyperlink thanks for support hyperlink,@AllOurEnergy Tomorrow's the last day to join our Student Competition http://t.co/sZjPy5hVUM Thanks for supporting! http://t.co/LkENqzv0ml
50025,usermention tomorrow 's the last day to join our student competition hyperlink thanks for sponsor hyperlink,@HofstraU Tomorrow's the last day to join our Student Competition http://t.co/sZjPy5hVUM Thanks for sponsoring! http://t.co/JjThoulKod
50026,usermention tomorrow 's the last day to join our student competition hyperlink thanks for support hyperlink,@citizensenviro Tomorrow's the last day to join our Student Competition http://t.co/sZjPy5hVUM Thanks for supporting! http://t.co/p67maZjEpH
50036,rt @cglebel @vivintsolar what an excellent campain all this as become for you congratulation on your internal culture and corporate inte,"RT @cglebel: @VivintSolar what an excellent campain all this as become for you, congratulations on your internal culture and corporate inte"
50038,our company be name best for the environment and a leader in the bcorp community bthechange hyperlink," Our companys been named Best for the Environment, and a leader in the #BCorp community! #BtheChange http://t.co/CEHc2sylKw"
50081,last chance to join our student competition register datetime to win scholarship amp a trip to ca hyperlink hyperlink,Last chance to join our Student Competition! Register today to win scholarships &amp; a trip to CA http://t.co/yV2YTB9LAB http://t.co/EmE2hL06f2
